Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Divination,Ancient Runes,History of Magic,Potions,Charms,Flying
1572,Hufflepuff,Vonda,Wingate,2001-07-25,Left,5.779,376.9592877,3.05589574,2.897141959,-247.12644,-70.1
1573,Gryffindor,Ezekiel,Vallejo,1998-07-16,Right,2.001,540.3457343,-4.498215866,0.4531818085,-258.26397,164.28
1574,Ravenclaw,Jade,Trent,2000-03-08,Right,4.151,585.9564973,2.640869356,3.521843805,-230.34207,38.38
1575,Ravenclaw,Laverne,France,2000-10-22,Left,6.553,602.2540397,6.465689581,5.427973937,-231.32398,-28.3
1576,Ravenclaw,April,Nason,1997-10-12,Left,5.774,639.9150659,6.305969718,11.84648298,-230.67354,-9.5
1577,Ravenclaw,Germaine,Theriault,1999-12-16,Right,5.025,625.2413151,5.777496252,7.524604451,-230.11765,-52.11
1578,Gryffindor,Ivory,Boykin,1998-12-01,Right,3.989,620.7264328,-3.644745975,,-253.1816,150.95
1579,Slytherin,Susanne,Linn,1998-09-09,Right,-5.75,488.0300489,1.099770239,6.218585709,-253.23161,8.12
1580,Hufflepuff,Silvia,Landers,2001-05-06,Right,,389.9618443,3.161405377,1.218011028,-246.07797,-13.68
1581,Slytherin,Ramon,Crain,2000-05-11,Left,-5.95,353.9120682,5.43056039,12.38260035,-247.90805,-73.55
1582,Ravenclaw,Elizebeth,Wong,2000-08-07,Left,2.706,579.7902759,5.949460773,6.481538377,-229.14767,-12.93
1583,Slytherin,Deanna,Dowdell,1998-11-07,Left,-3.098,416.352506,3.908678598,9.19190936,-244.74776,-6.14
1584,Slytherin,Josef,Stoll,1997-09-14,Right,-6.947,465.3181707,2.913880877,8.717000065,-252.38437,-7.64
1585,Hufflepuff,Eduardo,Maness,1998-09-25,Left,4.852,406.0884997,-0.6118719289,2.913504186,-244.80315,76.09
1586,Slytherin,Earl,Mccloskey,1999-01-21,Left,-6.04,370.7988862,6.622655024,11.4858938,-253.02158,-138.01
1587,Hufflepuff,Juliana,Delgadillo,1999-07-21,Right,4.114,406.6996908,4.33181857,5.096481052,-245.77653,-4.11
1588,Slytherin,Jessie,Tilley,1999-04-16,Right,-7.27,,2.201185687,9.117247493,-250.91192,-19.5
1589,Hufflepuff,Dionne,Hynes,2001-06-24,Left,5.66,417.5204482,4.56862783,6.272775856,-245.03263,28.7
1590,Ravenclaw,Chadwick,Hawkins,1996-11-21,Right,3.958,543.4311802,2.882075334,5.038939458,-229.8486,17.86
1591,Slytherin,Darrel,Gleason,1998-09-07,Right,-5.637,386.0585126,6.990602739,7.696268342,-251.06254,-94.84
1592,Gryffindor,Adell,Dodge,1998-05-17,Right,7.311,624.0562152,-6.638366408,-0.1053039706,-249.35589,193.78
1593,Ravenclaw,Adeline,Church,1998-01-22,Left,6.205,647.238809,6.254227445,7.206155534,-230.80139,-29.82
1594,Hufflepuff,Jeanie,Mora,1999-08-27,Left,5.543,467.9504179,5.933211182,9.344053854,-241.9694,71.23
1595,Gryffindor,Jung,Blank,2001-09-14,Right,5.702,618.2202126,-5.231721197,3.389086204,-250.39401,185.83
1596,Slytherin,Shelli,Lock,1998-03-12,Left,1.757,445.8275646,2.238112439,5.825262728,-246.42719,44.8
1597,Gryffindor,Benjamin,Christensen,1999-10-24,Right,6.065,635.2114862,-5.984256503,1.709808221,-251.63679,198.47
1598,Hufflepuff,Charlotte,Dillon,2001-09-21,Left,6.738,383.444937,3.81311094,3.904100126,-246.19072,-76.81
1599,Hufflepuff,Kylie,Nowak,2000-08-21,Left,6.593,339.775154,7.208415443,2.052214874,-244.02063,-54.77
